customer_id,age,gender,country,annual_income,total_spend,num_orders,avg_order_value,preferred_category,acquisition_channel,payment_method,device_type,customer_segment,satisfaction_score,days_since_last_order,churn_risk,loyalty_points,email_open_rate,return_rate,referral_count,account_age_days,avg_session_duration_sec,pages_per_session,cart_abandonment_rate,discount_usage_rate,reviews_submitted,wishlist_items,mobile_app_user,newsletter_subscriber,region
ECO-00379,46,Non-binary,France,52833,2674,13,205.69,Toys & Games,Email,UPI,Mobile,Hibernating,4.0,121,1,3612,0.449,0.241,1,422,59.0,3,0.535,0.62,1,5,1,0,Europe
ECO-00380,31,Male,USA,61761,5078,8,634.75,Beauty & Care,Referral,Debit Card,Mobile,New Customer,5.0,98,1,4184,0.183,0.053,2,2035,40.0,5,0.251,0.375,1,3,1,0,North America
ECO-00381,28,Female,India,24147,964,7,137.71,Home & Garden,Email,Debit Card,Mobile,Loyal,5.0,15,0,6658,0.724,0.044,2,2450,30.0,11,0.094,0.193,4,3,1,1,Asia Pacific
ECO-00382,46,Female,Germany,34355,2251,9,250.11,Fashion,Paid Ads,Credit Card,Desktop,At-Risk,4.0,3,0,5986,0.361,0.021,3,2007,79.0,5,0.738,0.533,0,4,1,1,Europe
ECO-00383,38,Male,Australia,37247,1865,9,207.22,Fashion,Email,Wallet,Mobile,Champion,5.0,0,0,4588,0.334,0.227,2,1173,184.0,3,0.365,0.542,5,7,1,1,Asia Pacific
ECO-00384,33,Male,Germany,26191,619,7,88.43,Electronics,Social Media,Debit Card,Desktop,Lost,4.0,53,0,12295,0.098,0.21,2,1264,30.0,3,0.493,0.132,2,4,0,1,Europe
ECO-00385,46,Female,UK,106357,9254,5,1850.8,Books & Media,Email,Debit Card,Desktop,Loyal,3.0,20,0,12675,0.149,0.008,0,920,30.0,10,0.412,0.75,1,1,1,1,Europe
ECO-00386,35,Non-binary,UAE,51543,4923,10,492.3,Electronics,Email,Credit Card,Mobile,At-Risk,2.0,7,0,14581,0.422,0.282,0,866,83.0,3,0.466,0.404,2,6,0,0,Middle East
ECO-00387,27,Female,USA,34073,2240,7,320.0,Books & Media,Social Media,Credit Card,Smart TV,Lost,2.0,26,0,6100,0.229,0.007,0,873,30.0,4,0.314,0.356,3,7,1,1,North America
ECO-00388,47,Female,Australia,97905,3260,4,815.0,Home & Garden,Paid Ads,Credit Card,Desktop,Champion,3.0,14,0,2231,0.097,0.007,2,286,42.0,4,0.098,0.411,6,3,0,1,Asia Pacific
ECO-00389,37,Male,Australia,32471,2779,13,213.77,Sports & Fitness,Organic Search,Debit Card,Mobile,Loyal,4.0,11,0,13882,0.195,0.035,5,1630,40.0,5,0.298,0.706,3,3,1,1,Asia Pacific
ECO-00390,26,Non-binary,UK,4646,412,9,45.78,Beauty & Care,Social Media,Debit Card,Desktop,Loyal,3.0,41,0,7722,0.142,0.004,1,51,34.0,7,0.234,0.127,1,7,1,1,Europe
ECO-00391,22,Male,Canada,13699,1904,9,211.56,Sports & Fitness,Organic Search,Crypto,Tablet,New Customer,2.0,14,0,6414,0.368,0.452,3,2133,30.0,2,0.559,0.598,1,6,1,0,North America
ECO-00392,32,Male,Mexico,37146,3452,9,383.56,Beauty & Care,Email,Credit Card,Mobile,Lost,4.0,20,0,5402,0.229,0.237,0,667,55.0,4,0.443,0.529,3,7,1,1,Latin America
ECO-00393,36,Male,Canada,77819,4293,11,390.27,Books & Media,Email,Credit Card,Mobile,Potential Loyalist,5.0,141,1,8015,0.231,0.189,3,2223,30.0,3,0.27,0.322,3,0,1,0,North America
ECO-00394,30,Female,Japan,73686,8824,10,882.4,Beauty & Care,Social Media,Credit Card,Desktop,At-Risk,4.0,3,0,6591,0.276,0.244,1,1335,30.0,5,0.218,0.646,1,3,0,1,Asia Pacific
ECO-00395,27,Male,Japan,27134,1433,7,204.71,Sports & Fitness,Email,Wallet,Mobile,Hibernating,5.0,128,0,1799,0.319,0.062,3,2195,30.0,9,0.38,0.222,1,2,1,1,Asia Pacific
ECO-00396,34,Female,Canada,44527,4060,9,451.11,Toys & Games,Referral,UPI,Mobile,Hibernating,2.0,11,0,14034,0.174,0.063,0,371,30.0,5,0.347,0.295,2,3,1,1,North America
ECO-00397,52,Female,South Korea,29470,1637,9,181.89,Beauty & Care,Social Media,Credit Card,Desktop,New Customer,2.0,72,0,8625,0.197,0.224,3,996,31.0,6,0.275,0.365,0,3,0,1,Asia Pacific
ECO-00398,37,Female,UK,21371,2263,9,251.44,Sports & Fitness,Organic Search,UPI,Desktop,Champion,5.0,64,0,6360,0.359,0.141,3,1118,30.0,6,0.218,0.234,2,8,1,0,Europe
ECO-00399,39,Female,South Korea,84780,3296,8,412.0,Home & Garden,Organic Search,Wallet,Tablet,Loyal,4.0,31,0,9060,0.345,0.281,2,125,67.0,1,0.448,0.589,1,1,0,1,Asia Pacific
ECO-00400,32,Female,Japan,92022,10955,10,1095.5,Books & Media,Organic Search,UPI,Mobile,Champion,4.0,91,0,14713,0.147,0.231,0,2239,50.0,8,0.336,0.372,3,3,1,0,Asia Pacific
ECO-00401,38,Male,Mexico,23399,2217,6,369.5,Electronics,Referral,Credit Card,Desktop,New Customer,5.0,66,0,1527,0.386,0.044,1,2368,30.0,3,0.299,0.55,3,5,1,1,Latin America
ECO-00402,34,Female,South Korea,46403,1541,3,513.67,Beauty & Care,Referral,UPI,Mobile,Loyal,5.0,29,0,12143,0.083,0.159,2,1686,35.0,6,0.069,0.126,3,2,0,1,Asia Pacific
ECO-00403,41,Female,Germany,18381,784,6,130.67,Sports & Fitness,Email,Credit Card,Desktop,At-Risk,2.0,88,1,13144,0.557,0.025,2,338,30.0,9,0.359,0.527,4,7,1,1,Europe
ECO-00404,32,Male,UK,49745,3030,11,275.45,Beauty & Care,Organic Search,Debit Card,Desktop,At-Risk,3.0,5,0,11892,0.493,0.126,2,1987,30.0,3,0.286,0.86,6,3,1,1,Europe
ECO-00405,40,Female,Brazil,61426,3844,11,349.45,Books & Media,Paid Ads,Credit Card,Desktop,Hibernating,5.0,33,0,4945,0.43,0.062,4,1274,30.0,9,0.203,0.389,2,9,1,0,Latin America
ECO-00406,35,Female,Brazil,57163,6038,8,754.75,Food & Gourmet,Paid Ads,Debit Card,Mobile,New Customer,5.0,100,0,13450,0.123,0.009,3,736,30.0,6,0.506,0.402,6,4,0,1,Latin America
ECO-00407,42,Male,France,101442,6357,13,489.0,Toys & Games,Referral,Wallet,Mobile,Hibernating,4.0,35,0,12799,0.174,0.009,4,2023,43.0,5,0.167,0.229,1,2,1,0,Europe
ECO-00408,19,Male,South Korea,51193,5266,8,658.25,Beauty & Care,Paid Ads,Credit Card,Mobile,Loyal,2.0,120,0,13902,0.2545,0.028,1,1479,30.0,6,0.383,0.298,0,5,0,0,Asia Pacific
ECO-00409,30,Female,UK,46983,3549,10,354.9,Toys & Games,Social Media,UPI,Desktop,At-Risk,3.0,14,0,1178,0.429,0.158,1,730,30.0,6,0.383,0.164,0,4,1,0,Europe
ECO-00410,55,Male,France,68902,4542,10,454.2,Toys & Games,Organic Search,Credit Card,Mobile,Hibernating,3.0,33,0,13510,0.166,0.064,2,2212,30.0,7,0.498,0.328,2,4,0,1,Europe
ECO-00411,53,Male,Mexico,35157,3269,5,653.8,Toys & Games,Organic Search,UPI,Mobile,Lost,5.0,98,0,14182,0.182,0.1,1,350,47.0,7,0.416,0.387,0,7,1,1,Latin America
ECO-00412,62,Female,Brazil,23215,1822,10,182.2,Books & Media,Organic Search,Crypto,Mobile,Hibernating,4.0,138,1,11359,0.325,0.355,3,1946,49.0,8,0.496,0.12,4,3,1,1,Latin America
ECO-00413,39,Female,USA,14990,999,10,99.9,Electronics,Paid Ads,Buy Now Pay Later,Desktop,At-Risk,2.0,9,0,2091,0.183,0.104,1,1282,30.0,4,0.375,0.538,0,6,1,0,North America
ECO-00414,31,Female,Germany,49764,2597,16,162.31,Beauty & Care,Email,Debit Card,Desktop,Hibernating,5.0,30,0,7096,0.093,0.414,3,2480,30.0,7,0.155,0.39,1,3,1,0,Europe
ECO-00415,43,Male,France,10101,769,8,96.12,Sports & Fitness,Social Media,Wallet,Desktop,New Customer,3.0,39,0,3332,0.156,0.147,2,1975,60.0,3,0.387,0.752,4,4,1,0,Europe
ECO-00416,28,Female,France,53053,2710,11,246.36,Electronics,Social Media,Wallet,Desktop,Lost,3.0,67,0,4332,0.132,0.087,2,340,119.0,6,0.56,0.294,0,2,0,0,Europe
ECO-00417,45,Female,Canada,37018,1948,9,216.44,Beauty & Care,Email,UPI,Tablet,Loyal,5.0,114,0,12214,0.12,0.192,1,1489,30.0,7,0.684,0.653,3,5,1,0,North America
ECO-00418,22,Female,Australia,36309,2736,9,304.0,Toys & Games,Email,Crypto,Mobile,Potential Loyalist,5.0,61,0,14807,0.294,0.146,0,1723,30.0,3,0.656,0.116,3,4,1,1,Asia Pacific
ECO-00419,42,Female,India,131194,10614,5,2122.8,Sports & Fitness,Organic Search,Debit Card,Smart TV,At-Risk,3.0,20,0,3720,0.273,0.153,3,1960,30.0,9,0.506,0.441,2,3,0,0,Asia Pacific
ECO-00420,18,Female,South Korea,12056,677,5,135.4,Electronics,Referral,UPI,Mobile,Hibernating,4.0,127,1,9102,0.344,0.01,1,1249,39.0,4,0.2,0.641,3,6,1,1,Asia Pacific
ECO-00421,34,Male,South Korea,14007,528,13,40.62,Sports & Fitness,Email,Buy Now Pay Later,Desktop,New Customer,4.0,74,1,5127,0.183,0.237,1,638,30.0,7,0.155,0.244,2,1,1,1,Asia Pacific
ECO-00422,53,Male,UAE,12111,1571,10,157.1,Fashion,Social Media,Credit Card,Mobile,Lost,3.0,55,0,10320,0.59,0.367,4,2236,36.0,5,0.383,0.512,2,1,1,0,Middle East
ECO-00423,18,Male,South Korea,27753,3452,6,575.33,Sports & Fitness,Organic Search,UPI,Mobile,Lost,5.0,101,0,12866,0.238,0.091,1,2406,96.0,2,0.398,0.266,1,8,1,1,Asia Pacific
ECO-00424,38,Female,France,36293,3431,14,245.07,Fashion,Referral,Credit Card,Desktop,Champion,3.0,2,0,14866,0.335,0.151,5,1915,37.0,6,0.575,0.359,0,4,1,0,Europe
ECO-00425,28,Female,France,111633,4772,7,681.71,Books & Media,Paid Ads,Debit Card,Mobile,At-Risk,5.0,4,0,2003,0.466,0.019,3,984,115.0,5,0.712,0.696,5,2,1,1,Europe
ECO-00426,51,Female,France,12890,831,7,118.71,Fashion,Referral,Wallet,Mobile,Champion,5.0,50,0,5,0.428,0.28,1,821,47.0,5,0.685,0.549,0,2,1,0,Europe
ECO-00427,18,Male,Japan,10587,850,16,53.12,Beauty & Care,Email,UPI,Desktop,Champion,4.0,5,0,11679,0.311,0.125,2,2131,30.0,9,0.305,0.472,1,6,0,1,Asia Pacific
ECO-00428,18,Female,Germany,51250,4546,7,649.43,Home & Garden,Social Media,Wallet,Mobile,Potential Loyalist,5.0,52,0,5152,0.228,0.008,2,340,51.0,10,0.135,0.378,1,1,1,1,Europe
ECO-00429,60,Non-binary,UAE,86542,4912,9,545.78,Books & Media,Email,UPI,Mobile,Champion,3.0,76,1,482,0.111,0.101,2,980,30.0,10,0.599,0.326,1,5,1,1,Middle East
ECO-00430,29,Male,UK,38073,3432,9,381.33,Toys & Games,Organic Search,UPI,Mobile,New Customer,5.0,19,0,11911,0.281,0.223,4,1278,76.0,7,0.387,0.504,1,6,1,0,Europe
ECO-00431,32,Male,UK,60341,2692,7,384.57,Home & Garden,Social Media,Debit Card,Desktop,Lost,4.0,121,1,8156,0.407,0.238,4,1443,30.0,6,0.738,0.266,2,5,1,0,Europe
ECO-00432,29,Male,UAE,19953,2465,13,189.62,Beauty & Care,Email,Debit Card,Desktop,Hibernating,4.0,6,0,7585,0.396,0.141,1,1613,30.0,9,0.143,0.331,3,1,0,1,Middle East
ECO-00433,40,Non-binary,UK,33340,2860,6,476.67,Fashion,Organic Search,UPI,Mobile,Potential Loyalist,3.0,161,1,772,0.218,0.091,2,507,91.0,5,0.655,0.236,5,3,1,1,Europe
ECO-00434,29,Female,UAE,31109,2235,9,248.33,Food & Gourmet,Referral,Credit Card,Mobile,Hibernating,2.0,104,1,2220,0.385,0.018,1,678,30.0,8,0.37,0.194,1,4,0,1,Middle East
ECO-00435,31,Male,India,197663,5641,8,705.12,Toys & Games,Paid Ads,Credit Card,Mobile,Potential Loyalist,3.0,69,0,11943,0.187,0.107,3,2141,65.0,11,0.57,0.275,1,6,1,1,Asia Pacific
ECO-00436,23,Female,Canada,22280,1870,11,170.0,Food & Gourmet,Organic Search,Debit Card,Mobile,Potential Loyalist,4.0,75,0,6748,0.367,0.012,4,981,30.0,5,0.69,0.655,1,4,1,0,North America
ECO-00437,36,Male,India,17081,985,7,140.71,Beauty & Care,Social Media,Debit Card,Desktop,Potential Loyalist,3.0,8,0,9708,0.276,0.21,3,408,53.0,6,0.346,0.348,1,3,0,0,Asia Pacific
ECO-00438,39,Male,Australia,34610,2447,7,349.57,Home & Garden,Paid Ads,Buy Now Pay Later,Desktop,At-Risk,4.0,2,0,9464,0.257,0.368,0,1974,30.0,7,0.719,0.132,4,3,1,1,Asia Pacific
ECO-00439,46,Male,Germany,25179,1700,10,170.0,Sports & Fitness,Paid Ads,Credit Card,Mobile,Potential Loyalist,3.0,1,1,10519,0.105,0.192,1,2380,33.0,5,0.407,0.772,4,5,1,1,Europe
ECO-00440,40,Male,Brazil,27676,2581,10,258.1,Sports & Fitness,Social Media,UPI,Mobile,Hibernating,4.0,209,1,5734,0.328,0.134,5,1749,51.0,2,0.611,0.583,0,2,0,0,Latin America
ECO-00441,37,Female,India,15228,557,10,55.7,Sports & Fitness,Organic Search,Credit Card,Desktop,Champion,5.0,42,1,6578,0.042,0.176,5,1800,30.0,6,0.182,0.218,2,7,0,1,Asia Pacific
ECO-00442,33,Male,UAE,38827,2991,6,498.5,Toys & Games,Organic Search,UPI,Smart TV,Hibernating,4.0,39,0,6059,0.308,0.15,3,589,30.0,4,0.299,0.108,2,3,0,1,Middle East
ECO-00443,49,Male,USA,17270,1733,7,247.57,Books & Media,Direct,Wallet,Desktop,New Customer,2.0,104,0,12368,0.241,0.045,2,843,30.0,7,0.308,0.675,0,1,1,0,North America
ECO-00444,19,Female,Germany,209389,12000,7,1714.29,Food & Gourmet,Email,Debit Card,Desktop,Loyal,5.0,30,0,6393,0.212,0.042,0,1327,30.0,8,0.271,0.366,2,4,1,1,Europe
ECO-00445,27,Female,Australia,40955,2205,8,275.62,Home & Garden,Email,Wallet,Mobile,Loyal,3.0,2,1,11848,0.265,0.081,3,239,30.0,7,0.312,0.258,1,4,1,0,Asia Pacific
ECO-00446,28,Female,Australia,91704,6478,7,925.43,Books & Media,Organic Search,UPI,Mobile,Lost,3.0,8,0,2929,0.597,0.029,3,2486,34.0,7,0.466,0.714,2,3,0,1,Asia Pacific
ECO-00447,25,Female,USA,15602,767,9,85.22,Electronics,Social Media,Credit Card,Desktop,Loyal,4.0,80,1,12049,0.389,0.135,3,1788,30.0,8,0.43,0.488,2,5,1,1,North America
ECO-00448,36,Male,USA,22538,1288,9,143.11,Beauty & Care,Organic Search,Debit Card,Mobile,Hibernating,3.0,47,0,13368,0.119,0.167,0,1021,47.0,2,0.66,0.288,4,4,0,1,North America
ECO-00449,31,Female,France,37312,2820,11,256.36,Toys & Games,Referral,Credit Card,Desktop,Potential Loyalist,1.0,49,1,9980,0.641,0.224,1,90,112.0,4,0.274,0.453,3,7,1,0,Europe
ECO-00450,40,Male,UK,18556,1767,7,252.43,Toys & Games,Direct,UPI,Desktop,Potential Loyalist,4.0,43,1,14627,0.13,0.063,0,98,30.0,3,0.363,0.637,1,4,1,0,Europe
ECO-00451,21,Male,Canada,46479,4982,3,1660.67,Books & Media,Email,Credit Card,Mobile,At-Risk,5.0,131,0,4720,0.397,0.018,0,1090,30.0,7,0.244,0.268,0,5,1,1,North America
ECO-00452,35,Female,USA,15037,847,13,65.15,Books & Media,Social Media,UPI,Mobile,Lost,4.0,43,0,10765,0.161,0.051,4,1797,66.0,6,0.489,0.022,2,6,0,1,North America
ECO-00453,49,Female,UK,145596,11651,19,613.21,Sports & Fitness,Social Media,Credit Card,Mobile,New Customer,2.0,39,0,3311,0.276,0.091,2,1853,30.0,6,0.406,0.399,0,3,1,1,Europe
ECO-00454,23,Female,South Korea,36435,2576,8,322.0,Home & Garden,Social Media,UPI,Mobile,Loyal,5.0,1,0,12412,0.151,0.166,1,290,38.0,6,0.537,0.487,1,4,1,1,Asia Pacific
ECO-00455,28,Female,UAE,14451,1697,14,121.21,Beauty & Care,Paid Ads,Credit Card,Mobile,Potential Loyalist,1.0,26,0,1427,0.397,0.137,1,586,39.0,4,0.452,0.62,3,4,1,1,Middle East
ECO-00456,36,Female,Canada,108183,6885,14,491.79,Sports & Fitness,Organic Search,UPI,Mobile,Potential Loyalist,2.0,53,0,5489,0.564,0.026,0,1500,193.0,7,0.406,0.056,4,2,0,1,North America
ECO-00457,26,Female,Canada,15893,1560,9,173.33,Toys & Games,Paid Ads,Credit Card,Desktop,Loyal,4.0,1,0,8369,0.165,0.192,1,626,30.0,5,0.174,0.546,3,1,1,1,North America
ECO-00458,26,Male,Germany,26670,2521,7,360.14,Electronics,Organic Search,Debit Card,Mobile,Champion,3.0,1,1,2191,0.27,0.112,1,1094,60.0,3,0.523,0.173,2,6,1,1,Europe
ECO-00459,27,Male,Mexico,58068,2976,6,496.0,Electronics,Email,UPI,Desktop,At-Risk,5.0,56,0,9193,0.284,0.176,0,654,137.0,5,0.348,0.583,2,4,1,1,Latin America
ECO-00460,30,Male,Brazil,27405,2382,6,397.0,Sports & Fitness,Email,Credit Card,Mobile,New Customer,5.0,58,0,6453,0.379,0.042,1,273,30.0,7,0.18,0.231,2,2,1,0,Latin America
ECO-00461,24,Female,Brazil,27068,3075,14,219.64,Sports & Fitness,Paid Ads,Debit Card,Mobile,At-Risk,3.0,67,0,6261,0.086,0.039,2,218,30.0,7,0.513,0.151,2,4,1,0,Latin America
ECO-00462,66,Male,USA,13796,331,10,33.1,Toys & Games,Paid Ads,Wallet,Mobile,Hibernating,5.0,40,0,9858,0.222,0.007,0,2204,57.0,5,0.71,0.436,2,4,1,0,North America
ECO-00463,23,Female,France,58154,2598,9,288.67,Food & Gourmet,Email,Credit Card,Desktop,Hibernating,2.0,44,0,9618,0.502,0.116,1,468,46.0,5,0.504,0.184,0,5,1,1,Europe
ECO-00464,31,Male,India,210892,6698,8,837.25,Toys & Games,Social Media,Debit Card,Mobile,At-Risk,5.0,123,0,6313,0.094,0.034,0,1654,72.0,10,0.207,0.406,2,7,0,1,Asia Pacific
ECO-00465,53,Male,South Korea,67035,5747,11,522.45,Home & Garden,Organic Search,Debit Card,Mobile,New Customer,4.0,60,0,446,0.226,0.118,0,1639,32.0,5,0.197,0.112,2,2,1,1,Asia Pacific
ECO-00466,34,Female,Australia,25388,2174,5,434.8,Beauty & Care,Social Media,UPI,Desktop,New Customer,2.0,169,1,3029,0.511,0.175,2,928,52.0,5,0.231,0.216,2,5,1,1,Asia Pacific
ECO-00467,34,Female,Brazil,16899,1224,12,102.0,Sports & Fitness,Organic Search,Wallet,Mobile,At-Risk,2.0,88,0,2105,0.206,0.064,3,2053,54.0,8,0.215,0.367,1,2,1,1,Latin America
ECO-00468,18,Female,USA,19732,1403,5,280.6,Beauty & Care,Organic Search,Credit Card,Mobile,Potential Loyalist,5.0,15,0,4927,0.171,0.039,3,1572,30.0,8,0.497,0.298,4,6,0,1,North America
ECO-00469,42,Male,Mexico,45722,4522,12,376.83,Food & Gourmet,Organic Search,Credit Card,Desktop,Lost,4.0,1,0,14412,0.279,0.008,0,332,30.0,4,0.547,0.431,3,1,0,1,Latin America
ECO-00470,39,Male,Japan,21911,550,11,50.0,Home & Garden,Paid Ads,Debit Card,Desktop,Loyal,4.0,22,1,10924,0.432,0.086,1,1799,30.0,11,0.485,0.604,0,1,1,0,Asia Pacific
ECO-00471,33,Male,Mexico,41583,2881,9,320.11,Toys & Games,Organic Search,UPI,Mobile,Hibernating,4.0,180,1,3441,0.595,0.086,1,369,30.0,8,0.485,0.289,0,3,1,1,Latin America
ECO-00472,23,Female,South Korea,17667,2138,11,194.36,Electronics,Social Media,UPI,Desktop,New Customer,5.0,112,0,13886,0.407,0.029,1,615,52.0,3,0.532,0.411,4,8,1,0,Asia Pacific
ECO-00473,28,Female,South Korea,49290,4879,5,975.8,Sports & Fitness,Social Media,Credit Card,Mobile,Potential Loyalist,3.0,10,0,2628,0.116,0.07,0,987,30.0,7,0.28,0.501,1,5,1,1,Asia Pacific
ECO-00474,32,Male,Germany,54338,3451,6,575.17,Beauty & Care,Social Media,Credit Card,Desktop,At-Risk,4.0,20,0,6379,0.16,0.061,0,1843,66.0,3,0.358,0.25,3,10,1,0,Europe
ECO-00475,44,Non-binary,Germany,15497,321,16,20.06,Electronics,Social Media,UPI,Mobile,New Customer,5.0,72,0,3535,0.31,0.046,2,175,56.0,5,0.285,0.197,5,4,1,0,Europe
ECO-00476,36,Male,USA,41650,4697,5,939.4,Books & Media,Referral,Crypto,Desktop,Hibernating,2.0,33,0,7835,0.2575,0.091,0,2196,30.0,8,0.277,0.282,1,4,1,0,North America
ECO-00477,18,Male,Australia,43324,5120,12,426.67,Fashion,Paid Ads,Credit Card,Desktop,Potential Loyalist,5.0,10,0,4791,0.187,0.136,0,1484,35.0,5,0.297,0.268,3,4,1,0,Asia Pacific
ECO-00478,18,Female,Mexico,58198,4533,14,323.79,Books & Media,Referral,Wallet,Desktop,Potential Loyalist,3.0,122,1,3871,0.625,0.284,4,303,30.0,6,0.643,0.473,1,5,1,1,Latin America
ECO-00479,27,Male,Canada,34227,3207,12,267.25,Electronics,Social Media,UPI,Mobile,Loyal,5.0,58,1,1647,0.417,0.227,2,1456,30.0,8,0.607,0.391,5,4,1,1,North America
ECO-00480,45,Male,Germany,98282,11644,12,970.33,Food & Gourmet,Social Media,UPI,Desktop,Loyal,4.0,28,1,7581,0.3,0.068,2,129,61.0,6,0.633,0.511,4,5,1,1,Europe
ECO-00481,18,Male,France,17315,1616,8,202.0,Sports & Fitness,Direct,Debit Card,Mobile,New Customer,5.0,52,0,1291,0.402,0.083,2,1035,79.0,7,0.253,0.503,0,0,1,1,Europe
ECO-00482,32,Male,Australia,80092,9209,11,837.18,Toys & Games,Paid Ads,Wallet,Mobile,Potential Loyalist,5.0,4,0,696,0.196,0.016,2,1878,71.0,2,0.458,0.561,2,5,0,1,Asia Pacific
ECO-00483,29,Male,Australia,67686,3413,8,426.62,Fashion,Organic Search,UPI,Mobile,Potential Loyalist,5.0,7,1,3683,0.714,0.056,1,2430,110.0,4,0.366,0.443,1,3,1,1,Asia Pacific
ECO-00484,30,Female,Canada,188418,12000,4,3000.0,Toys & Games,Organic Search,Wallet,Desktop,Potential Loyalist,5.0,122,1,13444,0.307,0.078,3,1429,48.0,6,0.273,0.196,2,4,0,1,North America
ECO-00485,44,Female,UK,53837,1446,13,111.23,Sports & Fitness,Organic Search,Credit Card,Smart TV,Potential Loyalist,2.0,8,0,3114,0.257,0.132,2,1847,127.0,11,0.408,0.714,2,5,0,1,Europe
ECO-00486,46,Male,Germany,73655,5154,13,396.46,Sports & Fitness,Social Media,Debit Card,Desktop,New Customer,4.0,3,0,3667,0.21,0.086,4,517,30.0,8,0.421,0.311,0,2,1,0,Europe
ECO-00487,35,Male,UK,26142,3020,6,503.33,Electronics,Organic Search,Debit Card,Desktop,Loyal,3.0,185,0,13203,0.113,0.124,0,1124,83.0,7,0.611,0.04,2,4,1,1,Europe
ECO-00488,18,Male,Mexico,15404,1387,11,126.09,Sports & Fitness,Direct,Debit Card,Mobile,At-Risk,4.0,53,0,12147,0.221,0.057,2,163,62.0,6,0.168,0.317,2,5,0,1,Latin America
ECO-00489,44,Female,UAE,74528,6618,11,601.64,Electronics,Organic Search,UPI,Smart TV,Potential Loyalist,2.0,2,1,842,0.113,0.143,1,1901,40.0,11,0.134,0.225,1,2,1,0,Middle East
ECO-00490,46,Male,Brazil,46534,2264,7,323.43,Sports & Fitness,Social Media,Credit Card,Desktop,New Customer,2.0,5,0,6000,0.302,0.044,1,992,44.0,14,0.216,0.278,7,5,1,1,Latin America
ECO-00491,24,Male,South Korea,44290,1961,5,392.2,Sports & Fitness,Email,Credit Card,Mobile,At-Risk,5.0,165,0,3253,0.251,0.097,1,1630,30.0,6,0.305,0.053,1,3,1,1,Asia Pacific
ECO-00492,24,Female,Japan,11962,1000,6,166.67,Electronics,Email,Debit Card,Desktop,At-Risk,3.0,72,0,3644,0.396,0.138,1,82,30.0,10,0.292,0.367,4,2,1,0,Asia Pacific
ECO-00493,49,Male,Brazil,57436,1919,10,191.9,Sports & Fitness,Organic Search,UPI,Mobile,Hibernating,4.0,40,0,9742,0.264,0.117,5,2311,30.0,5,0.437,0.226,2,6,1,1,Latin America
ECO-00494,24,Male,Mexico,51078,4855,17,285.59,Sports & Fitness,Organic Search,Credit Card,Desktop,Lost,3.0,68,0,11618,0.216,0.213,1,2466,30.0,4,0.529,0.059,3,4,0,1,Latin America
ECO-00495,45,Male,Mexico,108675,7183,12,598.58,Toys & Games,Organic Search,Credit Card,Desktop,New Customer,5.0,4,0,4878,0.079,0.227,1,711,46.0,7,0.172,0.478,2,4,1,1,Latin America
ECO-00496,37,Female,South Korea,30327,2267,9,251.89,Fashion,Social Media,Buy Now Pay Later,Mobile,Lost,4.0,115,0,4176,0.408,0.006,1,1330,39.0,6,0.318,0.305,2,4,1,1,Asia Pacific
ECO-00497,42,Female,Canada,23466,2979,5,595.8,Fashion,Organic Search,Crypto,Desktop,Potential Loyalist,1.0,27,0,10185,0.116,0.024,1,268,30.0,7,0.16,0.518,2,5,1,0,North America
ECO-00498,34,Male,USA,23580,1115,6,185.83,Beauty & Care,Paid Ads,Credit Card,Mobile,Hibernating,4.0,7,0,5130,0.182,0.194,2,431,30.0,4,0.397,0.011,1,6,1,1,North America
ECO-00499,42,Female,India,31718,1138,4,284.5,Books & Media,Paid Ads,Wallet,Mobile,Lost,4.0,39,0,1538,0.351,0.208,2,1022,30.0,8,0.545,0.236,3,8,1,1,Asia Pacific
ECO-00500,18,Male,India,102280,9983,9,1109.22,Food & Gourmet,Email,Buy Now Pay Later,Desktop,At-Risk,3.0,4,1,6026,0.704,0.091,3,2217,30.0,7,0.495,0.242,1,6,1,1,Asia Pacific
ECO-00501,23,Male,Germany,30565,1789,5,357.8,Sports & Fitness,Email,Crypto,Mobile,Champion,5.0,22,0,513,0.339,0.076,3,750,37.0,10,0.33,0.489,2,4,0,1,Europe
ECO-00502,23,Female,Mexico,7146,984,4,246.0,Toys & Games,Direct,Credit Card,Mobile,Champion,4.0,56,0,14466,0.045,0.115,2,1672,30.0,6,0.481,0.665,0,8,1,0,Latin America
ECO-00503,26,Male,Germany,43116,3277,14,234.07,Electronics,Paid Ads,Credit Card,Desktop,Loyal,2.0,116,0,5566,0.286,0.078,0,456,30.0,9,0.328,0.185,1,5,0,1,Europe
ECO-00504,32,Female,Mexico,92090,8359,13,643.0,Fashion,Organic Search,Debit Card,Mobile,Potential Loyalist,4.0,34,0,3363,0.512,0.262,3,199,30.0,5,0.197,0.261,2,5,1,1,Latin America
ECO-00505,38,Male,Brazil,36573,2974,9,330.44,Electronics,Paid Ads,UPI,Mobile,Loyal,1.0,40,0,3676,0.032,0.122,0,2299,30.0,5,0.527,0.597,0,3,1,1,Latin America
ECO-00506,40,Female,USA,23130,1689,9,187.67,Fashion,Social Media,Credit Card,Desktop,At-Risk,4.0,71,0,6629,0.194,0.137,2,1132,39.0,5,0.153,0.295,2,10,1,0,North America
