customer_id,age,gender,country,annual_income,total_spend,num_orders,avg_order_value,preferred_category,acquisition_channel,payment_method,device_type,customer_segment,satisfaction_score,days_since_last_order,churn_risk,loyalty_points,email_open_rate,return_rate,referral_count,account_age_days,avg_session_duration_sec,pages_per_session,cart_abandonment_rate,discount_usage_rate,reviews_submitted,wishlist_items,mobile_app_user,newsletter_subscriber,region,clv_score,engagement_score,spend_to_income_ratio,recency_score,digital_maturity_score,value_tier,income_bracket,age_group,tenure_tier,session_depth,rfm_score,cluster,pca1,pca2
ECO-00275,26,Female,USA,119323,12000,11,1090.91,Books & Media,Organic Search,Debit Card,Desktop,New Customer,5.0,136,0,2661,0.39,0.051,1,611,186.0,4,0.218,0.796,0,4,1,1,North America,11388.0,0.2633,0.1006,0.66,0.73,Diamond,Premium,Millennial (26-35),1-2yr,Browser,0.5952,1,5.3311635738516285,1.219102447940947
ECO-00276,45,Non-binary,India,13323,756,11,68.73,Fashion,Paid Ads,Debit Card,Desktop,At-Risk,3.0,14,0,7650,0.556,0.003,2,737,50.0,9,0.527,0.31,1,2,0,1,Asia Pacific,452.24,0.3348,0.0567,0.965,0.3675,Bronze,Low,Gen X (36-45),2-4yr,Bouncer,0.4208,3,-1.5482237635750018,1.6010836129997263
ECO-00277,22,Female,Australia,115548,11052,6,1842.0,Fashion,Email,Debit Card,Desktop,Lost,1.0,47,1,342,0.185,0.266,2,2144,38.0,6,0.607,0.177,4,3,1,0,Asia Pacific,1622.43,0.1362,0.0956,0.8825,0.445,Gold,Premium,Gen Z (18-25),4yr+,Bouncer,0.6202,3,0.9367601716445325,-1.7485268903448379
ECO-00278,36,Female,UAE,47720,1906,12,158.83,Home & Garden,Social Media,Debit Card,Mobile,Hibernating,5.0,25,0,1152,0.564,0.041,1,2332,43.0,5,0.696,0.727,1,6,1,0,Middle East,1827.85,0.221,0.0399,0.9375,0.4375,Gold,High,Gen X (36-45),4yr+,Bouncer,0.4458,0,-0.4436799273106865,0.7747480739507162
ECO-00279,21,Male,Mexico,10757,327,12,27.25,Electronics,Referral,Debit Card,Smart TV,Hibernating,5.0,20,1,2125,0.511,0.037,2,1220,42.0,7,0.626,0.208,2,5,1,1,Latin America,314.9,0.3302,0.0304,0.95,0.7525,Bronze,Low,Gen Z (18-25),2-4yr,Bouncer,0.4107,0,-1.2986951847318131,1.9094770421906138
ECO-00280,42,Non-binary,UAE,24782,2849,7,407.0,Home & Garden,Paid Ads,UPI,Mobile,Loyal,4.0,9,0,7669,0.26,0.188,1,572,30.0,9,0.804,0.617,0,3,0,0,Middle East,1850.71,0.1267,0.115,0.9775,0.0675,Gold,Low,Gen X (36-45),1-2yr,Bouncer,0.4542,0,-0.36657718969376557,-1.493779073521012
ECO-00281,23,Female,UAE,62343,2371,10,237.1,Beauty & Care,Direct,Crypto,Mobile,Loyal,2.0,15,1,11793,0.293,0.145,2,604,30.0,9,0.496,0.226,4,2,1,0,Middle East,810.88,0.1874,0.038,0.9625,0.4675,Bronze,Premium,Gen Z (18-25),1-2yr,Bouncer,0.4545,3,-1.292143939052336,-0.24240636504016236
ECO-00282,45,Female,Brazil,79128,2980,13,229.23,Books & Media,Direct,Credit Card,Mobile,Loyal,5.0,57,0,2316,0.11,0.471,3,282,30.0,7,0.859,0.652,2,3,1,1,Latin America,1576.42,0.2442,0.0377,0.8575,0.7525,Gold,Premium,Gen X (36-45),3-12mo,Bouncer,0.4505,0,-0.28106010518540225,1.3111167498270575
ECO-00283,18,Female,UAE,37177,3358,9,373.11,Food & Gourmet,Organic Search,Debit Card,Smart TV,Hibernating,4.0,35,1,2292,0.053,0.18,4,1898,30.0,5,0.424,0.501,1,4,0,1,Middle East,2202.85,0.2108,0.0903,0.9125,0.3375,Gold,Mid,Gen Z (18-25),4yr+,Bouncer,0.4558,0,-0.1231183219788101,-0.08388165470285967
ECO-00284,19,Female,Canada,27393,1790,11,162.73,Beauty & Care,Paid Ads,Debit Card,Mobile,New Customer,4.0,38,0,13697,0.449,0.122,1,40,30.0,9,0.529,0.378,1,7,0,1,North America,1257.3,0.2981,0.0653,0.905,0.3675,Silver,Mid,Gen Z (18-25),<3mo,Bouncer,0.4257,0,-0.82799199241079,1.314953108796215
ECO-00285,31,Male,South Korea,95731,6232,11,566.55,Beauty & Care,Email,UPI,Desktop,Hibernating,5.0,205,1,13431,0.511,0.085,2,1741,30.0,4,0.506,0.098,2,5,0,0,Asia Pacific,5702.28,0.2186,0.0651,0.4875,0.03,Diamond,Premium,Millennial (26-35),4yr+,Bouncer,0.3906,2,1.9355901483782656,0.8556429362380517
ECO-00286,35,Male,USA,85083,2925,7,417.86,Food & Gourmet,Social Media,Credit Card,Mobile,At-Risk,5.0,4,0,9697,0.21,0.041,6,1618,65.0,8,0.444,0.123,2,4,0,0,North America,2805.08,0.1767,0.0344,0.99,0.06,Platinum,Premium,Millennial (26-35),4yr+,Bouncer,0.4605,0,0.21592545868960758,-0.9171368432597983
ECO-00287,48,Female,Australia,29763,1361,11,123.73,Toys & Games,Paid Ads,Credit Card,Mobile,New Customer,1.0,35,0,12816,0.285,0.058,1,2221,59.0,3,0.395,0.557,2,4,0,1,Asia Pacific,256.41,0.2496,0.0457,0.9125,0.3225,Bronze,Mid,Boomer (46-55),4yr+,Bouncer,0.4176,3,-1.9334401319381338,0.6327907782651263
ECO-00288,35,Male,France,31357,2823,13,217.15,Food & Gourmet,Paid Ads,UPI,Desktop,Lost,2.0,38,0,7526,0.36,0.067,1,1072,41.0,4,0.534,0.372,5,3,1,0,Europe,1053.54,0.2017,0.09,0.905,0.43,Silver,Mid,Millennial (26-35),2-4yr,Bouncer,0.4632,3,-1.1503588054514564,0.6649421329461044
ECO-00289,40,Female,Mexico,40308,1840,9,204.44,Beauty & Care,Social Media,Wallet,Mobile,Loyal,4.0,7,0,11535,0.14,0.009,1,1911,35.0,5,0.241,0.338,1,3,0,1,Latin America,1458.75,0.2025,0.0456,0.9825,0.3375,Silver,Mid,Gen X (36-45),4yr+,Bouncer,0.4424,0,-0.7490353190949466,-0.22320571339625012
ECO-00290,22,Female,Germany,40320,2342,7,334.57,Electronics,Direct,Wallet,Mobile,Hibernating,3.0,41,0,7516,0.538,0.206,1,2258,30.0,6,0.523,0.245,3,5,0,1,Europe,1115.73,0.3112,0.0581,0.8975,0.345,Silver,Mid,Gen Z (18-25),4yr+,Bouncer,0.4135,3,-0.8745882760037891,0.44982623031189056
ECO-00291,29,Female,India,31274,1058,17,62.24,Toys & Games,Paid Ads,Debit Card,Desktop,At-Risk,3.0,48,1,12354,0.137,0.075,0,2332,30.0,5,0.401,0.083,3,5,1,1,Asia Pacific,587.19,0.2401,0.0338,0.88,0.7375,Bronze,Mid,Millennial (26-35),4yr+,Bouncer,0.4336,3,-1.5870628275378549,2.0955903558474556
ECO-00292,24,Male,India,110146,7618,13,586.0,Toys & Games,Organic Search,Credit Card,Mobile,Potential Loyalist,4.0,2,0,10096,0.186,0.299,3,1753,52.0,9,0.405,0.631,3,4,0,1,Asia Pacific,4272.17,0.2757,0.0692,0.995,0.3675,Diamond,Premium,Gen Z (18-25),4yr+,Bouncer,0.6145,1,1.5894196117960713,1.4915763260131012
ECO-00293,31,Female,Australia,71453,7468,16,466.75,Beauty & Care,Social Media,Buy Now Pay Later,Mobile,Hibernating,4.0,91,0,8984,0.293,0.369,1,2015,30.0,8,0.517,0.293,0,9,1,0,Asia Pacific,3769.85,0.1699,0.1045,0.7725,0.46,Diamond,Premium,Millennial (26-35),4yr+,Bouncer,0.5504,1,1.2625660623599375,1.253539752558984
ECO-00294,34,Female,USA,23849,653,4,163.25,Books & Media,Email,UPI,Mobile,Loyal,5.0,118,0,3905,0.105,0.117,1,1341,132.0,6,0.741,0.129,2,1,1,1,North America,576.6,0.1829,0.0274,0.705,0.745,Bronze,Low,Millennial (26-35),2-4yr,Browser,0.2864,2,-1.0647715405302147,-1.363957126770141
ECO-00295,26,Female,South Korea,20426,1673,8,209.12,Food & Gourmet,Direct,Wallet,Mobile,New Customer,5.0,133,1,11813,0.081,0.051,1,82,30.0,2,0.348,0.718,2,5,1,0,Asia Pacific,1587.68,0.0836,0.0819,0.6675,0.415,Gold,Low,Millennial (26-35),<3mo,Bouncer,0.3221,2,-0.5893043011252966,-1.4254050824319444
ECO-00296,38,Female,Japan,24354,1689,11,153.55,Beauty & Care,Referral,UPI,Desktop,Loyal,4.0,88,0,9745,0.273,0.179,2,971,66.0,6,0.134,0.383,3,7,0,1,Asia Pacific,1109.34,0.2716,0.0694,0.78,0.345,Silver,Low,Gen X (36-45),2-4yr,Bouncer,0.3794,0,-0.9233207737181154,1.1275294723237315
ECO-00297,41,Male,South Korea,75686,8525,8,1065.62,Food & Gourmet,Organic Search,UPI,Desktop,Potential Loyalist,5.0,6,0,12339,0.369,0.038,5,2459,53.0,9,0.781,0.379,2,3,1,1,Asia Pacific,8201.05,0.3131,0.1126,0.985,0.7675,Diamond,Premium,Gen X (36-45),4yr+,Bouncer,0.6045,1,3.483906169880355,0.7788314214538754
ECO-00298,18,Female,Canada,77849,3591,8,448.88,Toys & Games,Direct,Wallet,Desktop,Loyal,4.0,55,0,1493,0.49,0.205,2,1164,84.0,3,0.411,0.549,1,6,0,0,North America,2283.88,0.1908,0.0461,0.8625,0.0225,Platinum,Premium,Gen Z (18-25),2-4yr,Bouncer,0.4383,0,-0.03227685579238165,-0.49573937572845467
ECO-00299,19,Male,India,14041,376,15,25.07,Fashion,Email,Credit Card,Desktop,Loyal,4.0,8,1,2292,0.2,0.475,1,2401,36.0,10,0.65,0.531,4,2,0,0,Asia Pacific,157.92,0.1775,0.0268,0.98,0.075,Bronze,Low,Gen Z (18-25),4yr+,Bouncer,0.4399,0,-1.6758521794110257,0.9398142916005253
ECO-00300,24,Female,Canada,140717,9907,11,900.64,Home & Garden,Paid Ads,UPI,Mobile,Potential Loyalist,4.0,17,0,14427,0.248,0.042,1,325,40.0,5,0.272,0.184,0,1,1,1,North America,7592.72,0.2303,0.0704,0.9575,0.7375,Diamond,Premium,Gen Z (18-25),3-12mo,Bouncer,0.647,1,3.3048434992620086,0.5802598586663448
ECO-00301,27,Female,Japan,34436,2248,2,1124.0,Toys & Games,Social Media,Debit Card,Mobile,Champion,4.0,11,0,685,0.364,0.155,0,2069,67.0,3,0.189,0.407,1,3,1,0,Asia Pacific,1519.65,0.1143,0.0653,0.9725,0.4225,Gold,Mid,Millennial (26-35),4yr+,Bouncer,0.4082,0,-0.5412913663199077,-2.8113632472407053
ECO-00302,33,Female,Germany,61644,5124,12,427.0,Beauty & Care,Social Media,Debit Card,Smart TV,At-Risk,3.0,9,0,7159,0.348,0.041,3,1322,32.0,4,0.499,0.21,2,5,0,0,Europe,2948.35,0.192,0.0831,0.9775,0.03,Platinum,High,Millennial (26-35),2-4yr,Bouncer,0.5402,3,0.29288483066397897,0.33061457808117534
ECO-00303,34,Female,France,89094,10602,7,1514.57,Food & Gourmet,Social Media,UPI,Mobile,At-Risk,4.0,120,0,10892,0.097,0.009,1,1994,30.0,7,0.359,0.73,2,2,1,0,Europe,8405.27,0.0959,0.119,0.7,0.4525,Diamond,Premium,Millennial (26-35),4yr+,Bouncer,0.5509,1,3.7502051513052788,-1.5933847935065866
ECO-00304,21,Female,Japan,27338,2810,10,281.0,Books & Media,Organic Search,Wallet,Mobile,At-Risk,3.0,8,0,5831,0.435,0.23,2,2235,30.0,5,0.675,0.313,2,8,0,1,Asia Pacific,1298.22,0.2979,0.1028,0.98,0.3375,Silver,Mid,Gen Z (18-25),4yr+,Bouncer,0.4716,3,-0.7539106640500713,0.9631036278091213
ECO-00305,29,Male,Canada,41062,4050,12,337.5,Beauty & Care,Referral,UPI,Mobile,At-Risk,3.0,186,1,11138,0.341,0.038,1,2087,30.0,7,0.211,0.432,1,3,0,0,North America,2337.66,0.1703,0.0986,0.535,0.0525,Platinum,High,Millennial (26-35),4yr+,Bouncer,0.3585,2,-0.21591589252485155,0.42754037623774266
ECO-00306,25,Male,France,60153,4697,12,391.42,Books & Media,Social Media,Buy Now Pay Later,Mobile,Champion,4.0,1,1,12818,0.178,0.084,0,1155,35.0,6,0.175,0.247,1,4,1,0,Europe,3441.96,0.117,0.0781,0.9975,0.445,Platinum,High,Gen Z (18-25),2-4yr,Bouncer,0.5366,0,0.5369343762837542,-0.4152560613564317
ECO-00307,45,Male,Mexico,14512,1215,14,86.79,Beauty & Care,Organic Search,UPI,Mobile,Loyal,3.0,6,0,8219,0.341,0.047,3,2043,30.0,5,0.453,0.137,2,3,1,1,Latin America,694.74,0.3011,0.0837,0.985,0.7375,Bronze,Low,Gen X (36-45),4yr+,Bouncer,0.4568,3,-1.4222269720529046,1.9461594897463181
ECO-00308,30,Non-binary,Mexico,29730,3152,8,394.0,Food & Gourmet,Paid Ads,Debit Card,Mobile,Potential Loyalist,5.0,11,0,9438,0.419,0.221,1,1069,30.0,9,0.488,0.498,1,9,1,1,Latin America,2455.41,0.2781,0.106,0.9725,0.7675,Platinum,Mid,Millennial (26-35),2-4yr,Bouncer,0.4658,0,0.17806286799334936,0.3979759451453626
ECO-00309,25,Male,South Korea,39911,3191,5,638.2,Toys & Games,Paid Ads,Credit Card,Mobile,Potential Loyalist,2.0,62,0,14887,0.168,0.034,1,336,65.0,5,0.688,0.318,1,3,0,1,Asia Pacific,1233.0,0.1928,0.08,0.845,0.3375,Silver,Mid,Gen Z (18-25),3-12mo,Bouncer,0.4047,3,-0.8596377748211793,-1.2890244030714253
ECO-00310,40,Male,UK,72997,6491,10,649.1,Toys & Games,Organic Search,Credit Card,Mobile,Hibernating,4.0,63,0,12408,0.489,0.095,0,1553,47.0,8,0.461,0.371,1,2,0,1,Europe,4699.48,0.2914,0.0889,0.8425,0.36,Diamond,Premium,Gen X (36-45),4yr+,Bouncer,0.5155,1,1.5151167871660014,1.0610798869465787
ECO-00311,26,Female,Mexico,45942,1261,16,78.81,Food & Gourmet,Social Media,Buy Now Pay Later,Desktop,Lost,4.0,18,0,2277,0.279,0.143,3,1146,79.0,9,0.455,0.036,3,2,1,1,Latin America,864.54,0.3114,0.0274,0.955,0.7675,Bronze,High,Millennial (26-35),2-4yr,Bouncer,0.4591,0,-1.1749175241979983,2.607442857961301
ECO-00312,18,Female,USA,41268,3162,10,316.2,Books & Media,Direct,Credit Card,Desktop,Potential Loyalist,5.0,42,0,7134,0.115,0.12,3,1438,30.0,12,0.604,0.217,2,7,0,0,North America,2782.56,0.1454,0.0766,0.895,0.09,Platinum,High,Gen Z (18-25),2-4yr,Bouncer,0.4506,0,0.19068858464136976,-0.46313015445575073
ECO-00313,29,Male,South Korea,55524,3076,12,256.33,Fashion,Social Media,Credit Card,Tablet,At-Risk,1.0,63,0,655,0.276,0.314,4,737,50.0,2,0.489,0.423,2,4,0,0,Asia Pacific,422.03,0.179,0.0554,0.8425,0.015,Bronze,High,Millennial (26-35),2-4yr,Bouncer,0.4418,3,-1.513520642474575,0.17550947832380476
ECO-00314,25,Male,Germany,61205,6944,7,992.0,Sports & Fitness,Direct,Debit Card,Mobile,Hibernating,5.0,5,0,11077,0.224,0.007,2,1957,66.0,10,0.405,0.14,1,3,0,1,Europe,6895.39,0.2377,0.1135,0.9875,0.375,Diamond,High,Gen Z (18-25),4yr+,Bouncer,0.5601,1,2.6325550455016447,-0.25844792564146046
ECO-00315,19,Female,Australia,38064,2747,9,305.22,Fashion,Social Media,Debit Card,Mobile,Potential Loyalist,4.0,155,1,3996,0.547,0.177,0,260,138.0,5,0.702,0.307,2,4,1,0,Asia Pacific,1808.62,0.2018,0.0722,0.6125,0.4375,Gold,Mid,Gen Z (18-25),3-12mo,Browser,0.3356,2,-0.4300694157046857,0.04172418635330359
ECO-00316,36,Female,France,21586,1138,15,75.87,Beauty & Care,Social Media,Buy Now Pay Later,Desktop,Hibernating,5.0,32,1,599,0.276,0.07,0,2171,30.0,4,0.805,0.776,5,4,1,0,Europe,1058.34,0.179,0.0527,0.92,0.43,Silver,Low,Gen X (36-45),4yr+,Bouncer,0.4379,0,-0.971460201975572,1.0571136119909101
ECO-00317,35,Male,Japan,11947,921,11,83.73,Fashion,Social Media,Credit Card,Mobile,Potential Loyalist,5.0,54,1,9156,0.149,0.08,2,1973,30.0,5,0.489,0.181,1,6,1,1,Asia Pacific,847.32,0.2231,0.0771,0.865,0.7375,Bronze,Low,Millennial (26-35),4yr+,Bouncer,0.3899,0,-1.0065871097789156,0.6086930935268072
ECO-00318,35,Female,South Korea,30708,964,6,160.67,Food & Gourmet,Paid Ads,UPI,Tablet,New Customer,3.0,90,1,996,0.034,0.037,1,927,30.0,3,0.453,0.163,0,5,1,1,Asia Pacific,557.0,0.151,0.0314,0.775,0.7225,Bronze,Mid,Millennial (26-35),2-4yr,Bouncer,0.3303,3,-1.4657214933108604,-1.3834461850867972
ECO-00319,58,Female,South Korea,54708,5069,10,506.9,Electronics,Organic Search,Credit Card,Mobile,At-Risk,4.0,4,1,8869,0.128,0.33,2,2330,78.0,8,0.263,0.028,2,2,1,1,Asia Pacific,2716.98,0.2287,0.0927,0.99,0.76,Platinum,High,Senior (56+),4yr+,Bouncer,0.5316,0,0.46554842463762885,0.2837664539773346
ECO-00320,28,Female,USA,18612,1295,6,215.83,Home & Garden,Organic Search,Credit Card,Desktop,Loyal,4.0,12,0,12634,0.397,0.09,2,247,33.0,10,0.571,0.116,2,5,1,1,North America,942.76,0.2842,0.0696,0.97,0.775,Silver,Low,Millennial (26-35),3-12mo,Bouncer,0.4069,0,-0.9676543668383241,-0.07021011395487248
ECO-00321,18,Male,Mexico,19450,1724,14,123.14,Food & Gourmet,Referral,UPI,Smart TV,Hibernating,5.0,25,0,3303,0.53,0.142,0,2464,32.0,7,0.749,0.169,1,2,1,0,Latin America,1479.19,0.2158,0.0886,0.9375,0.4525,Gold,Low,Gen Z (18-25),4yr+,Bouncer,0.4529,0,-0.6472829875763229,1.1944340922442218
ECO-00322,26,Female,Brazil,63068,4731,11,430.09,Sports & Fitness,Paid Ads,Credit Card,Mobile,Lost,5.0,106,1,8544,0.454,0.1,2,1050,84.0,6,0.559,0.049,2,4,1,1,Latin America,4257.9,0.3093,0.075,0.735,0.745,Diamond,Premium,Millennial (26-35),2-4yr,Bouncer,0.4397,2,1.128847464201708,1.6227119518860609
ECO-00323,27,Male,USA,76261,6122,8,765.25,Fashion,Organic Search,Debit Card,Tablet,Champion,1.0,14,0,5996,0.355,0.265,0,2247,30.0,8,0.21,0.399,2,3,0,0,North America,899.93,0.1571,0.0803,0.965,0.06,Silver,Premium,Millennial (26-35),4yr+,Bouncer,0.5375,3,-0.5357784302006913,-1.1034080917667841
ECO-00324,37,Male,UK,85566,9446,10,944.6,Sports & Fitness,Referral,Credit Card,Desktop,Champion,4.0,30,0,11942,0.203,0.095,1,1930,30.0,5,0.696,0.532,2,1,1,1,Europe,6838.9,0.2299,0.1104,0.925,0.7375,Diamond,Premium,Gen X (36-45),4yr+,Bouncer,0.6182,1,2.9490060563769527,0.3583534479986082
ECO-00325,43,Female,South Korea,13685,1377,9,153.0,Fashion,Referral,Credit Card,Tablet,Loyal,3.0,80,0,4597,0.5,0.07,3,266,30.0,7,0.293,0.667,2,4,1,1,Asia Pacific,768.37,0.325,0.1006,0.8,0.7525,Bronze,Low,Gen X (36-45),3-12mo,Bouncer,0.3669,3,-1.2656912592536567,1.1436367441664808
ECO-00326,35,Male,India,35784,3493,10,349.3,Fashion,Email,Debit Card,Desktop,Champion,4.0,59,0,13467,0.432,0.034,0,391,30.0,8,0.708,0.336,1,2,1,1,Asia Pacific,2699.39,0.2772,0.0976,0.8525,0.76,Platinum,Mid,Millennial (26-35),1-2yr,Bouncer,0.444,0,0.08945664730466163,0.9000345032429043
ECO-00327,18,Male,USA,66058,5513,12,459.42,Toys & Games,Social Media,Debit Card,Tablet,Champion,4.0,21,0,6448,0.355,0.191,0,755,68.0,5,0.317,0.427,2,5,0,0,North America,3568.01,0.1662,0.0835,0.9475,0.0375,Platinum,Premium,Gen Z (18-25),2-4yr,Bouncer,0.5394,0,0.7988774695764244,0.1377726746895511
ECO-00328,28,Non-binary,Japan,18915,964,5,192.8,Sports & Fitness,Paid Ads,Credit Card,Desktop,Potential Loyalist,5.0,48,0,11956,0.232,0.125,2,971,30.0,9,0.331,0.779,0,4,1,1,Asia Pacific,843.5,0.2213,0.051,0.88,0.7675,Bronze,Low,Millennial (26-35),2-4yr,Bouncer,0.3613,0,-0.8871572069900544,-0.8499161580426465
ECO-00329,30,Female,Canada,20380,1701,11,154.64,Sports & Fitness,Paid Ads,Credit Card,Tablet,At-Risk,4.0,71,0,255,0.299,0.305,2,1601,30.0,7,0.309,0.21,4,4,1,1,North America,945.76,0.2881,0.0835,0.8225,0.7525,Silver,Low,Millennial (26-35),4yr+,Bouncer,0.3946,0,-0.9665928321493058,1.2687418743059542
ECO-00330,18,Female,South Korea,34769,3373,7,481.86,Toys & Games,Organic Search,Credit Card,Tablet,Champion,5.0,8,1,2189,0.459,0.143,2,2039,30.0,6,0.102,0.369,1,2,1,1,Asia Pacific,2890.66,0.2864,0.097,0.98,0.745,Platinum,Mid,Gen Z (18-25),4yr+,Bouncer,0.4682,0,0.4045175649416384,0.2439140286502797
ECO-00331,41,Female,France,23606,1265,9,140.56,Electronics,Paid Ads,Crypto,Mobile,Champion,5.0,55,0,9113,0.483,0.266,3,1618,55.0,6,0.7,0.152,2,7,1,1,Europe,928.51,0.3183,0.0536,0.8625,0.745,Silver,Low,Gen X (36-45),4yr+,Bouncer,0.386,0,-0.8143495061853882,1.1357486890002404
ECO-00332,28,Female,South Korea,85079,9118,8,1139.75,Electronics,Organic Search,Credit Card,Mobile,Potential Loyalist,5.0,100,0,13020,0.066,0.008,1,1382,30.0,9,0.742,0.318,3,3,1,0,Asia Pacific,9045.06,0.1048,0.1072,0.75,0.4675,Diamond,Premium,Millennial (26-35),2-4yr,Bouncer,0.5371,1,3.8091041007053796,-1.2362787101956085
ECO-00333,23,Female,Mexico,43220,4376,10,437.6,Toys & Games,Paid Ads,UPI,Mobile,New Customer,4.0,3,1,9360,0.312,0.013,2,2266,40.0,6,0.336,0.23,5,5,1,1,Latin America,3455.29,0.2922,0.1012,0.9925,0.745,Platinum,High,Gen Z (18-25),4yr+,Bouncer,0.5151,0,0.5804237174229024,0.9570517699129433
ECO-00334,32,Male,South Korea,29492,3494,10,349.4,Books & Media,Social Media,Debit Card,Mobile,Potential Loyalist,3.0,89,0,10806,0.41,0.054,3,1353,34.0,6,0.126,0.698,2,6,0,1,Asia Pacific,1983.19,0.3042,0.1185,0.7775,0.345,Gold,Mid,Millennial (26-35),2-4yr,Bouncer,0.4178,3,-0.3605241480255495,1.181105256083197
ECO-00335,22,Female,France,22508,2075,5,415.0,Sports & Fitness,Paid Ads,Wallet,Mobile,Lost,4.0,23,0,11455,0.147,0.081,4,2047,30.0,4,0.635,0.373,0,2,1,0,Europe,1525.54,0.1076,0.0922,0.9425,0.43,Gold,Low,Gen Z (18-25),4yr+,Bouncer,0.4109,0,-0.6414134291698564,-2.144982970833211
ECO-00336,34,Non-binary,USA,46387,5248,10,524.8,Books & Media,Paid Ads,UPI,Desktop,Potential Loyalist,4.0,221,0,5590,0.034,0.093,2,2008,50.0,4,0.283,0.333,1,3,0,1,North America,3807.95,0.1877,0.1131,0.4475,0.33,Diamond,High,Millennial (26-35),4yr+,Bouncer,0.3462,2,0.8334651819008116,0.25872156259664264
ECO-00337,41,Female,Germany,47009,5098,12,424.83,Beauty & Care,Social Media,UPI,Desktop,Potential Loyalist,4.0,103,0,4375,0.246,0.219,2,166,30.0,7,0.289,0.039,1,3,1,1,Europe,3185.23,0.2565,0.1084,0.7425,0.7525,Platinum,High,Gen X (36-45),3-12mo,Bouncer,0.4573,2,0.5951007609411634,1.2378589326091192
ECO-00338,31,Male,Mexico,26285,3086,7,440.86,Electronics,Organic Search,Credit Card,Smart TV,Hibernating,2.0,47,0,9314,0.256,0.049,0,430,30.0,2,0.676,0.749,1,5,0,1,Latin America,1173.91,0.2057,0.1174,0.8825,0.315,Silver,Mid,Millennial (26-35),1-2yr,Bouncer,0.4269,3,-0.9341143796536086,-0.7048297637808161
ECO-00339,21,Male,Mexico,35755,3989,10,398.9,Food & Gourmet,Organic Search,Credit Card,Mobile,At-Risk,4.0,19,1,429,0.154,0.369,0,1204,192.0,7,0.16,0.05,3,6,0,1,Latin America,2013.65,0.2202,0.1116,0.9525,0.3525,Gold,Mid,Gen Z (18-25),2-4yr,Browser,0.4914,0,-0.04614738217145187,0.220537469063929
ECO-00340,18,Female,Japan,32534,2849,9,316.56,Food & Gourmet,Organic Search,Debit Card,Desktop,Lost,4.0,47,0,12338,0.271,0.089,2,2152,30.0,6,0.463,0.094,3,1,1,0,Asia Pacific,2076.35,0.1628,0.0876,0.8825,0.445,Gold,Mid,Gen Z (18-25),4yr+,Bouncer,0.4326,0,-0.3146655561889979,-0.5662323692051207
ECO-00341,35,Male,Brazil,16529,1826,8,228.25,Books & Media,Direct,Debit Card,Mobile,Potential Loyalist,5.0,16,1,3232,0.566,0.101,1,2317,89.0,4,0.379,0.522,3,5,1,1,Latin America,1641.57,0.3173,0.1105,0.96,0.73,Gold,Low,Millennial (26-35),4yr+,Bouncer,0.4283,0,-0.40818158247399317,0.8183028651872866
ECO-00342,24,Female,Mexico,46728,4893,11,444.82,Beauty & Care,Social Media,Debit Card,Mobile,Lost,5.0,207,0,3519,0.272,0.455,3,2407,30.0,9,0.702,0.299,0,4,1,1,Latin America,2666.68,0.2663,0.1047,0.4825,0.7675,Platinum,High,Gen Z (18-25),4yr+,Bouncer,0.3554,2,0.5850915699860636,1.3453930470511275
ECO-00343,30,Female,Canada,44392,2325,12,193.75,Home & Garden,Organic Search,Credit Card,Desktop,Loyal,5.0,1,1,14244,0.529,0.094,2,1917,30.0,3,0.361,0.452,4,2,0,0,North America,2106.45,0.2398,0.0524,0.9975,0.0225,Gold,High,Millennial (26-35),4yr+,Bouncer,0.4772,0,-0.2333061783122925,0.9289599487837523
ECO-00344,25,Female,UAE,49302,5928,5,1185.6,Toys & Games,Organic Search,UPI,Desktop,Lost,2.0,0,0,10306,0.514,0.148,3,2262,30.0,10,0.196,0.198,6,3,0,1,Middle East,2020.26,0.3493,0.1202,1.0,0.375,Gold,High,Gen Z (18-25),4yr+,Bouncer,0.5274,3,0.1600500096608407,0.24076640591856077
ECO-00345,28,Male,Mexico,67079,4720,7,674.29,Electronics,Email,Debit Card,Smart TV,Hibernating,3.0,8,0,12642,0.277,0.062,0,655,30.0,8,0.591,0.231,0,7,1,0,Latin America,2656.42,0.1184,0.0704,0.98,0.46,Platinum,Premium,Millennial (26-35),1-2yr,Bouncer,0.5018,3,0.15192548429238162,-1.636869073915209
ECO-00346,45,Male,Germany,43389,4759,10,475.9,Fashion,Organic Search,Wallet,Mobile,Loyal,5.0,5,0,4335,0.271,0.134,0,1778,30.0,4,0.437,0.147,3,4,1,1,Europe,4121.29,0.2419,0.1097,0.9875,0.73,Diamond,High,Gen X (36-45),4yr+,Bouncer,0.5229,0,1.0911409877624394,0.4882770604036214
ECO-00347,25,Female,Japan,51155,989,11,89.91,Home & Garden,Organic Search,Credit Card,Desktop,New Customer,5.0,31,0,6062,0.283,0.065,0,1797,162.0,5,0.599,0.316,2,4,1,1,Asia Pacific,924.72,0.2441,0.0193,0.9225,0.7375,Silver,High,Gen Z (18-25),4yr+,Browser,0.4118,0,-0.9502111193599747,0.7876187651933447
